record_id,molecule_name,cas_rn,cas_status,pubchem_cid,molecular_formula,inchikey,canonical_smiles,partition,formula_group,component_scope,elemental_scope,mixture_flag,oxygenate_flag,aromaticity_class,structure_class,density_screening_flag_ge_0_90_g_cm3,X01,X02,X03,X04,X05,X06,X07,Y01,Y02,Y03,Y04,Y05,Y06,Y07,reference_map
HC-0003,Bicyclohexyl,92-51-3,reported,7094,C12H22,WVIIMZNLDWSIRH-UHFFFAOYSA-N,C1CCC(C2CCCCC2)CC1,development,C12H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,166.308,1.83333333333333,0.0,2.0,2.0,2.19722457733622,4.296875,42.728,37.86256264,0.88613,3.75,234.85,88.7,2.9175,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0013；Y02→REF-0013/REF-0014；Y03→REF-0014；Y04→REF-0015；Y05→REF-0016；Y06→REF-0481；Y07→REF-0479
HC-0005,Pinane,473-55-2,reported,10129,C10H18,XOKSLPVRUOBDEW-UHFFFAOYSA-N,CC1CCC2CC1C2(C)C,development,C10H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,False,138.254,1.8,0.0,3.0,4.0,1.09861228866811,1.77777777777778,42.943,36.3598381,0.8467,-53.15,167.75,42.0,0.8971,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0021；Y02→REF-0021/REF-0022；Y03→REF-0022；Y04→REF-0023；Y05→REF-0024；Y06→REF-0479；Y07→REF-0482
HC-0006,Sabinene,3387-41-5,reported,18818,C10H16,NDVASEGYNIMXJL-UHFFFAOYSA-N,C=C1CCC2(C(C)C)CC12,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,136.238,1.6,0.0,2.0,4.0,1.09861228866811,1.66374254705002,42.88,37.018304,0.8633,-21.0,164.0,37.0,0.8677,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0004；Y02→REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0479；Y07→REF-0482
HC-0008,"2,2,4-Trimethylpentane",540-84-1,reported,10907,C8H18,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,development,C8H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,114.232,2.25,0.0,0.0,2.0,2.56494935746154,2.52,44.343,30.680478270000002,0.69189,-107.38,99.25,-12.0,0.6033,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0028；Y02→REF-0028/REF-0029；Y03→REF-0029；Y04→REF-0030；Y05→REF-0031；Y06→REF-0479；Y07→REF-0479
HC-0009,"2,2,5-Trimethylhexane",3522-94-9,reported,19041,C9H20,HHOSMYBYIHNXNO-UHFFFAOYSA-N,CC(C)CCC(C)(C)C,development,C9H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,128.259,2.22222222222222,0.0,0.0,2.0,2.56494935746154,3.2396694214876,44.182,31.245510400000004,0.7072,-105.95,123.85,12.89,1.3067,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0032；Y02→REF-0032/REF-0033；Y03→REF-0033；Y04→REF-0034；Y05→REF-0035；Y06→REF-0481；Y07→REF-0479
HC-0010,"2,2-Dimethylbutane",75-83-2,reported,6403,C6H14,HNRMPXKDFBEGFZ-UHFFFAOYSA-N,CCC(C)(C)C,development,C6H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,86.178,2.33333333333333,0.0,0.0,1.0,1.94591014905531,1.63265306122449,44.567,28.93512475,0.64925,-99.9,49.7,-37.75,0.4719,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0005；Y02→REF-0005/REF-0036；Y03→REF-0036；Y04→REF-0037；Y05→REF-0038；Y06→REF-0481；Y07→REF-0479
HC-0011,"2,3-Dimethylbutane",79-29-8,reported,6589,C6H14,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,CC(C)C(C)C,development,C6H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,86.178,2.33333333333333,0.0,0.0,2.0,2.19722457733622,2.22222222222222,44.641,29.533592779999996,0.66158,-128.8,57.9,-32.15,0.4443,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0005；Y02→REF-0005/REF-0036；Y03→REF-0036；Y04→REF-0039；Y05→REF-0039；Y06→REF-0481；Y07→REF-0479
HC-0012,"2,4-Dimethylhexane",589-43-5,reported,11511,C8H18,HDGQICNBXPAKLR-UHFFFAOYSA-N,CCC(C)CC(C)C,development,C8H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,114.232,2.25,0.0,0.0,2.0,1.09861228866811,3.9375,44.363,31.07938691,0.70057,-91.8,110.0,22.0,0.7057,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0005；Y02→REF-0005/REF-0029；Y03→REF-0029；Y04→REF-0004；Y05→REF-0004；Y06→REF-0479；Y07→REF-0479
HC-0013,"2,4-Dimethylpentane",108-08-7,reported,7907,C7H16,BZHMBWZPUJHVEE-UHFFFAOYSA-N,CC(C)CC(C)C,development,C7H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,100.205,2.28571428571429,0.0,0.0,2.0,2.19722457733622,3.06122448979592,44.452,29.907305599999997,0.6728,-120.15,80.55,-16.68,0.5265,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0040；Y02→REF-0040/REF-0041；Y03→REF-0041；Y04→REF-0042；Y05→REF-0043；Y06→REF-0481；Y07→REF-0479
HC-0014,2-Methylheptane,592-27-8,reported,11594,C8H18,JVSWJIKNEAIKJW-UHFFFAOYSA-N,CCCCCC(C)C,development,C8H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,114.232,2.25,0.0,0.0,1.0,1.09861228866811,5.14285714285714,44.379,30.696954299999998,0.6917,-110.15,117.55,8.59,0.5586,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0044；Y02→REF-0044/REF-0045；Y03→REF-0045；Y04→REF-0046；Y05→REF-0047；Y06→REF-0481；Y07→REF-0479
HC-0015,2-Methylhexane,591-76-4,reported,11582,C7H16,GXDHCNNESPLIKD-UHFFFAOYSA-N,CCCCC(C)C,development,C7H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,100.205,2.28571428571429,0.0,0.0,1.0,1.09861228866811,4.16666666666667,44.504,30.26272,0.68,-118.45,90.05,-18.0,0.4764,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0048；Y02→REF-0048/REF-0049；Y03→REF-0049；Y04→REF-0050；Y05→REF-0051；Y06→REF-0479；Y07→REF-0479
HC-0016,2-Methylnonane,871-83-0,reported,13379,C10H22,SGVYKUFIHHTIFL-UHFFFAOYSA-N,CCCCCCCC(C)C,development,C10H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,142.286,2.2,0.0,0.0,1.0,1.09861228866811,7.11111111111111,44.176,32.1203696,0.7271,-71.65,166.85,42.26,0.8899,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0052；Y02→REF-0052/REF-0053；Y03→REF-0053；Y04→REF-0054；Y05→REF-0055；Y06→REF-0481；Y07→REF-0482
HC-0017,2-Methylpentane,107-83-5,reported,7892,C6H14,AFABGHUZZDYHJO-UHFFFAOYSA-N,CCCC(C)C,development,C6H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,86.178,2.33333333333333,0.0,0.0,1.0,1.09861228866811,3.2,44.671,29.18267088,0.65328,-153.15,60.85,-7.0,0.3914,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0056；Y02→REF-0056/REF-0036；Y03→REF-0036；Y04→REF-0057；Y05→REF-0058；Y06→REF-0479；Y07→REF-0479
HC-0018,3-Methylheptane,589-81-1,reported,11519,C8H18,LAIUFBWHERIJIH-UHFFFAOYSA-N,CCCCC(C)CC,development,C8H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,114.232,2.25,0.0,0.0,1.0,0.693147180559945,5.14285714285714,44.402,31.364240740000003,0.70637,-121.15,118.85,7.0,0.5501,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0059；Y02→REF-0059/REF-0029；Y03→REF-0029；Y04→REF-0060；Y05→REF-0061；Y06→REF-0479；Y07→REF-0479
HC-0019,3-Methylhexane,589-34-4,reported,11507,C7H16,VLJXXKKOSFGPHI-UHFFFAOYSA-N,CCCC(C)CC,development,C7H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,100.205,2.28571428571429,0.0,0.0,1.0,0.693147180559945,4.16666666666667,44.529,30.457836000000004,0.684,-119.0,91.0,-1.0,0.4479,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0005；Y02→REF-0005/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0479；Y07→REF-0479
HC-0020,3-Methylpentane,96-14-0,reported,7282,C6H14,PFEOZHBOMNWTJB-UHFFFAOYSA-N,CCC(C)CC,development,C6H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,86.178,2.33333333333333,0.0,0.0,1.0,1.09861228866811,3.2,44.699,29.69041677,0.66423,-162.9,63.3,-28.47,0.3925,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0005；Y02→REF-0005/REF-0062；Y03→REF-0062；Y04→REF-0063；Y05→REF-0064；Y06→REF-0481；Y07→REF-0479
HC-0021,"2,3,6-trimethyloctane",,not available or not unambiguously resolved,,C11H24,MNFBUNLEXRMWOY-UHFFFAOYSA-N,CCC(C)CCC(C)C(C)C,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,3.0,1.09861228866811,5.625,44.0001791277757,33.01238360372469,0.750278391091485,-104.42,176.81,49.06123,0.9728815625,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0023,Dodecane,112-40-3,reported,8182,C12H26,SNRUBQQJIBEYMU-UHFFFAOYSA-N,CCCCCCCCCCCC,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,170.34,2.16666666666667,0.0,0.0,0.0,1.09861228866811,11.0,44.112,33.216336,0.753,-9.65,215.85,74.0,1.5446,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0071；Y02→REF-0071/REF-0072；Y03→REF-0072；Y04→REF-0073；Y05→REF-0074；Y06→REF-0479；Y07→REF-0479
HC-0024,Eicosane,112-95-8,reported,8222,C20H42,CBFCDTFDPHXCNY-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC,development,C20H42,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,282.556,2.1,0.0,0.0,0.0,1.09861228866811,19.0,43.858,34.5864188,0.7886,36.85,343.05,162.6,5.3926,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0075；Y02→REF-0075/REF-0076；Y03→REF-0076；Y04→REF-0077；Y05→REF-0078；Y06→REF-0481；Y07→REF-0479
HC-0025,Heptadecane,629-78-7,reported,12398,C17H36,NDJKXXJCMXVBJW-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC,development,C17H36,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,240.475,2.11764705882353,0.0,0.0,0.0,1.09861228866811,16.0,43.927,33.86859554,0.77102,21.95,301.85,149.0,3.5813,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0079；Y02→REF-0079/REF-0080；Y03→REF-0080；Y04→REF-0081；Y05→REF-0082；Y06→REF-0479；Y07→REF-0479
HC-0026,Heptane,142-82-5,reported,8900,C7H16,IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,development,C7H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,100.205,2.28571428571429,0.0,0.0,0.0,1.09861228866811,6.0,44.558,30.27537868,0.67946,-90.55,98.35,-4.0,0.505,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0083；Y02→REF-0083/REF-0084；Y03→REF-0084；Y04→REF-0085；Y05→REF-0086；Y06→REF-0479；Y07→REF-0479
HC-0027,Hexadecane,544-76-3,reported,11006,C16H34,DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,development,C16H34,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,226.448,2.125,0.0,0.0,0.0,1.09861228866811,15.0,43.945,33.969485,0.773,17.85,280.85,135.0,2.9193,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0087；Y02→REF-0087/REF-0072；Y03→REF-0072；Y04→REF-0088；Y05→REF-0089；Y06→REF-0479；Y07→REF-0479
HC-0028,Hexane,110-54-3,reported,8058,C6H14,VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,development,C6H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,86.178,2.33333333333333,0.0,0.0,0.0,1.09861228866811,5.0,44.736,29.52576,0.66,-95.15,68.75,-24.74,0.4095,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0090；Y02→REF-0090/REF-0091；Y03→REF-0091；Y04→REF-0092；Y05→REF-0093；Y06→REF-0481；Y07→REF-0479
HC-0029,Nonadecane,629-92-5,reported,12401,C19H40,LQERIDTXQFOHKA-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCC,development,C19H40,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,268.529,2.10526315789474,0.0,0.0,0.0,1.09861228866811,18.0,43.879,34.4669545,0.7855,30.85,329.75,153.52,4.699,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0094；Y02→REF-0094/REF-0095；Y03→REF-0095；Y04→REF-0096；Y05→REF-0097；Y06→REF-0481；Y07→REF-0479
HC-0030,Nonane,111-84-2,reported,8141,C9H20,BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,development,C9H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,128.259,2.22222222222222,0.0,0.0,0.0,1.09861228866811,8.0,44.327,31.826786,0.718,-53.65,150.65,31.0,0.807,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0098；Y02→REF-0098/REF-0072；Y03→REF-0072；Y04→REF-0099；Y05→REF-0100；Y06→REF-0479；Y07→REF-0479
HC-0031,Octadecane,593-45-3,reported,11635,C18H38,RZJRJXONCZWCBN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC,development,C18H38,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,254.502,2.11111111111111,0.0,0.0,0.0,1.09861228866811,17.0,43.901,34.102296800000005,0.7768,27.85,316.15,166.0,4.1314,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0101；Y02→REF-0101/REF-0102；Y03→REF-0102；Y04→REF-0103；Y05→REF-0104；Y06→REF-0479；Y07→REF-0479
HC-0032,Octane,111-65-9,reported,356,C8H18,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,development,C8H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,114.232,2.25,0.0,0.0,0.0,1.09861228866811,7.0,44.422,31.450775999999998,0.708,-56.85,125.55,15.0,0.6372,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0105；Y02→REF-0105/REF-0091；Y03→REF-0091；Y04→REF-0106；Y05→REF-0107；Y06→REF-0479；Y07→REF-0479
HC-0033,Pentadecane,629-62-9,reported,12391,C15H32,YCOZIPAWZNQLMR-UHFFFAOYSA-N,CCCCCCCCCCCCCCC,development,C15H32,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,212.421,2.13333333333333,0.0,0.0,0.0,1.09861228866811,14.0,43.985,33.8024725,0.7685,9.85,266.85,132.0,2.4916,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0108；Y02→REF-0108/REF-0109；Y03→REF-0109；Y04→REF-0110；Y05→REF-0111；Y06→REF-0479；Y07→REF-0479
HC-0034,"2,4-dimethylnonane",,not available or not unambiguously resolved,,C11H24,JZUUOAUSQCXSTN-UHFFFAOYSA-N,CCCCCC(C)CC(C)C,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,2.0,1.09861228866811,6.69421487603306,44.0001791277757,33.01238360372469,0.750278391091485,-89.42,177.25,49.36175,0.976751136527137,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0035,Tetradecane,629-59-4,reported,12389,C14H30,BGHCVCJVXZWKCC-UHFFFAOYSA-N,CCCCCCCCCCCCCC,development,C14H30,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,198.394,2.14285714285714,0.0,0.0,0.0,1.09861228866811,13.0,44.021,33.764107,0.767,5.55,249.85,100.0,2.2511,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0115；Y02→REF-0115/REF-0072；Y03→REF-0072；Y04→REF-0116；Y05→REF-0117；Y06→REF-0479；Y07→REF-0479
HC-0036,Tridecane,629-50-5,reported,12388,C13H28,IIYFAKIEWZDVMP-UHFFFAOYSA-N,CCCCCCCCCCCCC,development,C13H28,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,184.367,2.15384615384615,0.0,0.0,0.0,1.09861228866811,12.0,44.063,33.3292532,0.7564,-5.15,233.85,94.0,1.7546,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0118；Y02→REF-0118/REF-0119；Y03→REF-0119；Y04→REF-0120；Y05→REF-0121；Y06→REF-0479；Y07→REF-0479
HC-0037,Undecane,1120-21-4,reported,14257,C11H24,RSJKGSCJYJTIGS-UHFFFAOYSA-N,CCCCCCCCCCC,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,linear alkane,False,156.313,2.18181818181818,0.0,0.0,0.0,1.09861228866811,10.0,44.165,32.697557749999994,0.74035,-25.75,194.85,65.0,1.258,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0122；Y02→REF-0122/REF-0123；Y03→REF-0123；Y04→REF-0124；Y05→REF-0125；Y06→REF-0479；Y07→REF-0479
HC-0038,Butylcyclohexane,1678-93-9,reported,15506,C10H20,GGBJHURWWWLEQH-UHFFFAOYSA-N,CCCCC1CCCCC1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,1.0,1.09861228866811,4.7603305785124,43.419,34.71218793,0.79947,-74.85,179.85,50.0,1.2539,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0126；Y02→REF-0126/REF-0127；Y03→REF-0127；Y04→REF-0128；Y05→REF-0129；Y06→REF-0479；Y07→REF-0479
HC-0039,Cycloheptane,291-64-5,reported,9265,C7H14,DMEGYFMYUHOHGS-UHFFFAOYSA-N,C1CCCCCC1,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,98.189,2.0,0.0,1.0,0.0,2.70805020110221,3.06122448979592,43.702,35.3898796,0.8098,-9.15,118.85,9.47,1.4796,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0130；Y02→REF-0130/REF-0131；Y03→REF-0131；Y04→REF-0132；Y05→REF-0133；Y06→REF-0481；Y07→REF-0479
HC-0040,Cyclohexane,110-82-7,reported,8078,C6H12,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,development,C6H12,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,84.162,2.0,0.0,1.0,0.0,2.56494935746154,2.22222222222222,43.421,33.781538,0.778,6.45,80.75,-18.0,0.9407,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0134；Y02→REF-0134/REF-0072；Y03→REF-0072；Y04→REF-0135；Y05→REF-0136；Y06→REF-0479；Y07→REF-0479
HC-0041,Cyclooctane,292-64-8,reported,9266,C8H16,WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1,development,C8H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,112.216,2.0,0.0,1.0,0.0,2.83321334405622,3.9375,43.786,36.40674542,0.83147,11.85,148.85,29.96,0.7601,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0137；Y02→REF-0137/REF-0138；Y03→REF-0138；Y04→REF-0139；Y05→REF-0140；Y06→REF-0481；Y07→REF-0482
HC-0042,Cyclopentane,287-92-3,reported,9253,C5H10,RGSFGYAAUTVSQA-UHFFFAOYSA-N,C1CCCC1,development,C5H10,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,70.135,2.0,0.0,1.0,0.0,2.39789527279837,1.44,43.789,32.6534573,0.7457,-93.95,49.25,-38.06,0.4927,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0141；Y02→REF-0141/REF-0142；Y03→REF-0142；Y04→REF-0143；Y05→REF-0144；Y06→REF-0481；Y07→REF-0479
HC-0043,Decylcyclohexane,1795-16-0,reported,15713,C16H32,STWFZICHPLEOIC-UHFFFAOYSA-N,CCCCCCCCCCC1CCCCC1,development,C16H32,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,224.432,2.0,0.0,1.0,1.0,1.09861228866811,10.1730103806228,43.431,35.55044505,0.81855,-1.7,286.85,124.22,2.8787,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0145；Y02→REF-0145/REF-0146；Y03→REF-0146；Y04→REF-0147；Y05→REF-0148；Y06→REF-0481；Y07→REF-0482
HC-0044,Dodecylcyclohexane,1795-17-1,reported,15714,C18H36,BLRBGKYYWDBAQQ-UHFFFAOYSA-N,CCCCCCCCCCCCC1CCCCC1,development,C18H36,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,252.486,2.0,0.0,1.0,1.0,1.09861228866811,12.0554016620499,43.443,35.72361333,0.82231,9.15,314.85,143.34,3.9212,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0149；Y02→REF-0149/REF-0146；Y03→REF-0146；Y04→REF-0150；Y05→REF-0151；Y06→REF-0481；Y07→REF-0482
HC-0045,Ethylcyclohexane,1678-91-7,reported,15504,C8H16,IIEWJVIFRVWJOD-UHFFFAOYSA-N,CCC1CCCCC1,development,C8H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,112.216,2.0,0.0,1.0,1.0,1.09861228866811,3.11111111111111,43.397,34.197703940000004,0.78802,-112.15,131.85,18.35,0.8634,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0152；Y02→REF-0152/REF-0127；Y03→REF-0127；Y04→REF-0153；Y05→REF-0154；Y06→REF-0481；Y07→REF-0479
HC-0046,Ethylcyclopentane,1640-89-7,reported,15431,C7H14,IFTRQJLVEBNKJK-UHFFFAOYSA-N,CCC1CCCC1,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,98.189,2.0,0.0,1.0,1.0,1.09861228866811,2.34375,43.63,33.20243,0.761,-138.65,103.45,16.0,0.6199,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0155；Y02→REF-0155/REF-0004；Y03→REF-0004；Y04→REF-0156；Y05→REF-0157；Y06→REF-0479；Y07→REF-0479
HC-0047,Heptylcyclohexane,5617-41-4,reported,21832,C13H26,MSTLSCNJAHAQNU-UHFFFAOYSA-N,CCCCCCCC1CCCCC1,development,C13H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,182.351,2.0,0.0,1.0,1.0,1.09861228866811,7.40816326530612,43.359,35.16371541,0.81099,-41.15,236.85,90.07,1.7167,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0158；Y02→REF-0158/REF-0146；Y03→REF-0146；Y04→REF-0159；Y05→REF-0160；Y06→REF-0481；Y07→REF-0482
HC-0049,Methylcyclohexane,108-87-2,reported,7962,C7H14,UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,98.189,2.0,0.0,1.0,1.0,1.09861228866811,2.34375,43.358,33.3574773,0.76935,-126.55,100.85,-4.0,0.766,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0163；Y02→REF-0163/REF-0127；Y03→REF-0127；Y04→REF-0164；Y05→REF-0165；Y06→REF-0479；Y07→REF-0479
